word,pos,var,shaw,ipa,verdict,shaw_override,pos_override,var_override,ipa_override,source,status,confidence,notes
Oxford,NN1,RSSB,𐑷𐑒𐑕𐑓𐑼𐑛,ɔːksfəRd,,,,,,pos-gap,pos-gap-shifted,30,rl_pos=NP0; rl_shaw=𐑪𐑒𐑕𐑓𐑼𐑛; SHIFTED via wiktionary
oyster,AJ0,GenAm,𐑶𐑕𐑑𐑼,ˈɔɪstəR,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑶𐑕𐑑𐑼; agreed via wiktionary
oyster,VVI,GenAm,𐑶𐑕𐑑𐑼,ˈɔɪstəR,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑶𐑕𐑑𐑼; agreed via wiktionary+wordnet
oysters,NN1,GenAm,𐑶𐑕𐑑𐑼𐑟,ˈɔɪstəRz,,,,,,pos-gap,pos-gap,35,rl_pos=NN2; rl_shaw=𐑶𐑕𐑑𐑼𐑟; agreed via wiktionary
ozone,VVI,GenAm,𐑴𐑟𐑴𐑯,ˈoʊzoʊn,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑴𐑟𐑴𐑯; agreed via wiktionary
ozzie,NN1,RSSB,𐑪𐑟𐑦,ˈɒzi,,,,,,pos-gap,pos-gap,60,rl_pos=NP0; rl_shaw=𐑪𐑟𐑦; agreed via wiktionary
p,NN1,RSSB,𐑐𐑰,piː,,,,,,pos-gap,pos-gap,35,rl_pos=ZZ0; rl_shaw=𐑐𐑰; agreed via wordnet
pacing,NN1,RSSB,𐑐𐑱𐑕𐑦𐑙,ˈpeɪsɪŋ,,,,,,pos-gap,pos-gap,50,"rl_pos=AJ0,VVG; rl_shaw=𐑐𐑱𐑕𐑦𐑙; agreed via wordnet"
packet,VVI,GenAm,𐑐𐑨𐑒𐑦𐑑,ˈpækɪt,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑐𐑨𐑒𐑩𐑑; SHIFTED via wiktionary
packet,VVI,RSSB,𐑐𐑨𐑒𐑩𐑑,ˈpækɪt,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑐𐑨𐑒𐑩𐑑; agreed via wiktionary
packing,VVI,GenAm,𐑐𐑨𐑒𐑦𐑙,ˈpækɪŋ,,,,,,pos-gap,pos-gap,15,"rl_pos=NN1,VVG; rl_shaw=𐑐𐑨𐑒𐑦𐑙; agreed via wiktionary"
padded,VVI,GenAm,𐑐𐑨𐑛𐑩𐑛,ˈpædƏd,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑐𐑨𐑛𐑩𐑛; agreed via wiktionary"
padlocks,NN1,RSSB,𐑐𐑨𐑛𐑤𐑪𐑒𐑕,ˈpadˌlɒks,,,,,,pos-gap,pos-gap,35,"rl_pos=NN2,VVZ; rl_shaw=𐑐𐑨𐑛𐑤𐑪𐑒𐑕; agreed via wiktionary"
padlocks,VVI,RSSB,𐑐𐑨𐑛𐑤𐑪𐑒𐑕,ˈpadˌlɒks,,,,,,pos-gap,pos-gap,15,"rl_pos=NN2,VVZ; rl_shaw=𐑐𐑨𐑛𐑤𐑪𐑒𐑕; agreed via wiktionary"
paean,VVI,RSSB,𐑐𐑰𐑩𐑯,ˈpiːən,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑐𐑾𐑯; SHIFTED via wiktionary
paean,VVI,GenAm,𐑐𐑾𐑯,ˈpiən,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑐𐑾𐑯; agreed via wiktionary
pains,NN1,RSSB,𐑐𐑱𐑯𐑟,peɪnz,,,,,,pos-gap,pos-gap,35,"rl_pos=NN2,VVZ; rl_shaw=𐑐𐑱𐑯𐑟; agreed via wordnet"
painstaking,NN1,GenAm,𐑐𐑱𐑯𐑕𐑑𐑱𐑒𐑦𐑙,ˈpeɪnˌsteɪkɪŋ,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=AJ0; rl_shaw=𐑐𐑱𐑯𐑟𐑑𐑱𐑒𐑦𐑙; SHIFTED via wiktionary
painstaking,NN1,RSSB,𐑐𐑱𐑯𐑟𐑑𐑱𐑒𐑦𐑙,ˈpeɪnzˌteɪkɪŋ,,,,,,pos-gap,pos-gap,50,rl_pos=AJ0; rl_shaw=𐑐𐑱𐑯𐑟𐑑𐑱𐑒𐑦𐑙; agreed via wiktionary
paired,VVI,GenAm,𐑐𐑧𐑮𐑛,perd,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑐𐑺𐑛; SHIFTED via wiktionary"
paired,VVI,RSSB,𐑐𐑺𐑛,peəRd,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑐𐑺𐑛; agreed via wiktionary"
pairs,NN1,GenAm,𐑐𐑧𐑮𐑟,perz,,,,,,pos-gap,pos-gap-shifted,20,"rl_pos=NN2,VVZ; rl_shaw=𐑐𐑺𐑟; SHIFTED via wiktionary"
pairs,NN1,RSSB,𐑐𐑺𐑟,peəRz,,,,,,pos-gap,pos-gap,35,"rl_pos=NN2,VVZ; rl_shaw=𐑐𐑺𐑟; agreed via wiktionary"
pairs,VVI,GenAm,𐑐𐑧𐑮𐑟,perz,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=NN2,VVZ; rl_shaw=𐑐𐑺𐑟; SHIFTED via wiktionary"
pairs,VVI,RSSB,𐑐𐑺𐑟,peəRz,,,,,,pos-gap,pos-gap,15,"rl_pos=NN2,VVZ; rl_shaw=𐑐𐑺𐑟; agreed via wiktionary"
palestine,NN1,RSSB,𐑐𐑨𐑤𐑩𐑕𐑑𐑲𐑯,ˈpæləsˌtaɪn,,,,,,pos-gap,pos-gap,60,rl_pos=NP0; rl_shaw=𐑐𐑨𐑤𐑩𐑕𐑑𐑲𐑯; agreed via wordnet
pallet,VVI,GenAm,𐑐𐑨𐑤𐑦𐑑,ˈpælɪt,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑐𐑨𐑤𐑩𐑑; SHIFTED via wiktionary
pallet,VVI,GenAm,𐑐𐑨𐑤𐑩𐑑,ˈpælət,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑐𐑨𐑤𐑩𐑑; agreed via wiktionary
pally,NN1,RSSB,𐑐𐑨𐑤𐑦,ˈpali,,,,,,pos-gap,pos-gap,50,rl_pos=AJ0; rl_shaw=𐑐𐑨𐑤𐑦; agreed via wiktionary
Palmer,NP0,GenAm,𐑐𐑪𐑥𐑼,ˈpɒməR,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=NN1; rl_shaw=𐑐𐑭𐑥𐑼; SHIFTED via wiktionary
Palmer,NP0,RSSB,𐑐𐑭𐑥𐑼,pɑːməR,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑐𐑭𐑥𐑼; agreed via wiktionary
palmer,VVI,GenAm,𐑐𐑪𐑥𐑼,ˈpɒməR,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑐𐑭𐑥𐑼; SHIFTED via wiktionary
palmer,VVI,RSSB,𐑐𐑭𐑥𐑼,pɑːməR,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑐𐑭𐑥𐑼; agreed via wiktionary
palmyra,NN1,RSSB,𐑐𐑨𐑤𐑥𐑲𐑮𐑩,pælmaɪrə,,,,,,pos-gap,pos-gap,60,rl_pos=NP0; rl_shaw=𐑐𐑨𐑤𐑥𐑲𐑮𐑩; agreed via wordnet
pampas,NN1,RSSB,𐑐𐑨𐑥𐑐𐑩𐑕,ˈpampəs,,,,,,pos-gap,pos-gap,50,rl_pos=NN2; rl_shaw=𐑐𐑨𐑥𐑐𐑩𐑕; agreed via wiktionary+wordnet
pamper,NN1,GenAm,𐑐𐑨𐑥𐑐𐑼,ˈpæmpəR,,,,,,pos-gap,pos-gap,35,"rl_pos=VVB,VVI; rl_shaw=𐑐𐑨𐑥𐑐𐑼; agreed via wiktionary"
pamper,NN1,GenAm,𐑐𐑺𐑥𐑐𐑼,ˈpeəmpəR,,,,,,pos-gap,pos-gap-shifted,40,"rl_pos=VVB,VVI; rl_shaw=𐑐𐑨𐑥𐑐𐑼; SHIFTED via wiktionary"
panegyric,AJ0,RSSB,𐑐𐑨𐑯𐑩𐑡𐑦𐑮𐑦𐑒,pænədʒɪrɪk,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑐𐑨𐑯𐑩𐑡𐑦𐑮𐑦𐑒; agreed via wordnet
panelling,VVI,RSSB,𐑐𐑨𐑯𐑩𐑤𐑦𐑙,ˈpænəlɪŋ,,,,,,pos-gap,pos-gap,15,"rl_pos=NN1,VVG; rl_shaw=𐑐𐑨𐑯𐑩𐑤𐑦𐑙; agreed via wiktionary"
panting,NN1,RSSB,𐑐𐑨𐑯𐑑𐑦𐑙,ˈpæntɪŋ,,,,,,pos-gap,pos-gap,50,"rl_pos=AJ0,VVG; rl_shaw=𐑐𐑨𐑯𐑑𐑦𐑙; agreed via wordnet"
pantograph,VVI,RSSB,𐑐𐑨𐑯𐑑𐑩𐑜𐑮𐑨𐑓,pantəɡraf,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑐𐑨𐑯𐑑𐑩𐑜𐑮𐑨𐑓; agreed via wiktionary
pantograph,VVI,RSSB,𐑐𐑨𐑯𐑑𐑩𐑜𐑮𐑭𐑓,pantəɡrɑːf,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑐𐑨𐑯𐑑𐑩𐑜𐑮𐑨𐑓; SHIFTED via wiktionary
pantomime,VVI,GenAm,𐑐𐑨𐑯𐑑𐑩𐑥𐑲𐑥,ˈpæntəˌmaɪm,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑐𐑨𐑯𐑑𐑩𐑥𐑲𐑥; agreed via wiktionary+wordnet
pantomime,VVI,RSSB,𐑐𐑨𐑯𐑑𐑩𐑥𐑳𐑦𐑥,ˈpantəˌmʌɪm,,,,,,pos-gap,pos-gap-shifted,55,rl_pos=NN1; rl_shaw=𐑐𐑨𐑯𐑑𐑩𐑥𐑲𐑥; SHIFTED via wiktionary+wordnet
panzer,NN1,RSSB,𐑐𐑨𐑯𐑑𐑕𐑼,pæntsəR,,,,,,pos-gap,pos-gap,50,rl_pos=AJ0; rl_shaw=𐑐𐑨𐑯𐑑𐑕𐑼; agreed via wordnet
paparazzi,NN1,RSSB,𐑐𐑨𐑐𐑼𐑨𐑑𐑕𐑦,pæpərætsi,,,,,,pos-gap,pos-gap,35,rl_pos=NN2; rl_shaw=𐑐𐑨𐑐𐑼𐑨𐑑𐑕𐑦/𐑐𐑨𐑐𐑼𐑭𐑑𐑕𐑦; agreed via wiktionary
paparazzi,NN1,GenAm,𐑐𐑪𐑐𐑼𐑪𐑑𐑕𐑦,ˌpɒpəˈrɒtsi,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=NN2; rl_shaw=𐑐𐑨𐑐𐑼𐑨𐑑𐑕𐑦/𐑐𐑨𐑐𐑼𐑭𐑑𐑕𐑦; SHIFTED via wiktionary
paper,AJ0,GenAm,𐑐𐑱𐑐𐑼,ˈpeɪpəR,,,,,,pos-gap,pos-gap,50,"rl_pos=NN1,VVB,VVI; rl_shaw=𐑐𐑱𐑐𐑼; agreed via wiktionary"
paperback,AJ0,GenAm,𐑐𐑱𐑐𐑼𐑚𐑨𐑒,ˈpeɪpəRˌbæk,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑐𐑱𐑐𐑼𐑚𐑨𐑒; agreed via wiktionary
paperback,VVI,GenAm,𐑐𐑱𐑐𐑼𐑚𐑨𐑒,ˈpeɪpəRˌbæk,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑐𐑱𐑐𐑼𐑚𐑨𐑒; agreed via wiktionary
papers,NN1,GenAm,𐑐𐑱𐑐𐑼𐑟,peɪpəRz,,,,,,pos-gap,pos-gap,50,"rl_pos=NN2,VVZ; rl_shaw=𐑐𐑱𐑐𐑼𐑟; agreed via wiktionary+wordnet"
papers,VVI,RSSB,𐑐𐑱𐑐𐑼𐑟,peɪpəRz,,,,,,pos-gap,pos-gap,15,"rl_pos=NN2,VVZ; rl_shaw=𐑐𐑱𐑐𐑼𐑟; agreed via wiktionary"
paprika,AJ0,GenAm,𐑐𐑨𐑐𐑮𐑦𐑒𐑩,ˈpæprɪkə,,,,,,pos-gap,pos-gap,50,"rl_pos=NN0,NN1; rl_shaw=𐑐𐑨𐑐𐑮𐑦𐑒𐑩; agreed via wiktionary"
paprika,AJ0,GenAm,𐑐𐑨𐑐𐑮𐑰𐑒𐑩,pæpˈriːkə,,,,,,pos-gap,pos-gap-shifted,40,"rl_pos=NN0,NN1; rl_shaw=𐑐𐑨𐑐𐑮𐑦𐑒𐑩; SHIFTED via wiktionary"
paprika,AJ0,GenAm,𐑐𐑩𐑐𐑮𐑰𐑒𐑩,pəˈpriːkə,,,,,,pos-gap,pos-gap-shifted,40,"rl_pos=NN0,NN1; rl_shaw=𐑐𐑨𐑐𐑮𐑦𐑒𐑩; SHIFTED via wiktionary"
par,PRP,GenAm,𐑐𐑪,pɒ,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=NN1; rl_shaw=𐑐𐑸; SHIFTED via wiktionary
par,PRP,GenAm,𐑐𐑸,pɑːR,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑐𐑸; agreed via wiktionary
parable,AJ0,GenAm,𐑐𐑧𐑮𐑩𐑚𐑩𐑤,ˈperəbəl,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑐𐑨𐑮𐑩𐑚𐑩𐑤; SHIFTED via wiktionary
parable,AJ0,GenAm,𐑐𐑨𐑮𐑩𐑚𐑩𐑤,ˈpærəbəl,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑐𐑨𐑮𐑩𐑚𐑩𐑤; agreed via wiktionary
parable,VVI,GenAm,𐑐𐑧𐑮𐑩𐑚𐑩𐑤,ˈperəbəl,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑐𐑨𐑮𐑩𐑚𐑩𐑤; SHIFTED via wiktionary
parable,VVI,GenAm,𐑐𐑨𐑮𐑩𐑚𐑩𐑤,ˈpærəbəl,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑐𐑨𐑮𐑩𐑚𐑩𐑤; agreed via wiktionary
paradise,VVI,RSSB,𐑐𐑨𐑮𐑩𐑛𐑲𐑕,pærədaɪs,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑐𐑨𐑮𐑩𐑛𐑲𐑕; agreed via wiktionary
paraffin,VVI,GenAm,𐑐𐑧𐑮𐑩𐑓𐑦𐑯,ˈperəfɪn,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑐𐑨𐑮𐑩𐑓𐑦𐑯; SHIFTED via wiktionary
paraffin,VVI,RSSB,𐑐𐑨𐑮𐑩𐑓𐑦𐑯,pærəfɪn,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑐𐑨𐑮𐑩𐑓𐑦𐑯; agreed via wiktionary
paragon,VVI,GenAm,𐑐𐑨𐑮𐑩𐑜𐑩𐑯,ˈpærəɡən,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑐𐑨𐑮𐑩𐑜𐑩𐑯; agreed via wiktionary
paragon,VVI,GenAm,𐑐𐑨𐑮𐑩𐑜𐑪𐑯,ˈpærəˌɡɒn,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑐𐑨𐑮𐑩𐑜𐑩𐑯; SHIFTED via wiktionary
paragraphs,NN1,GenAm,𐑐𐑧𐑮𐑩𐑜𐑮𐑨𐑓𐑕,ˈperəɡræfs,,,,,,pos-gap,pos-gap-shifted,20,"rl_pos=NN2,VVZ; rl_shaw=𐑐𐑨𐑮𐑩𐑜𐑮𐑨𐑓𐑕; SHIFTED via wiktionary"
paragraphs,NN1,GenAm,𐑐𐑨𐑮𐑩𐑜𐑮𐑨𐑓𐑕,ˈpærəɡræfs,,,,,,pos-gap,pos-gap,35,"rl_pos=NN2,VVZ; rl_shaw=𐑐𐑨𐑮𐑩𐑜𐑮𐑨𐑓𐑕; agreed via wiktionary"
paragraphs,NN1,RSSB,𐑐𐑨𐑮𐑩𐑜𐑮𐑭𐑓𐑕,pærəɡrɑːfs,,,,,,pos-gap,pos-gap-shifted,20,"rl_pos=NN2,VVZ; rl_shaw=𐑐𐑨𐑮𐑩𐑜𐑮𐑨𐑓𐑕; SHIFTED via wiktionary"
paragraphs,VVI,GenAm,𐑐𐑧𐑮𐑩𐑜𐑮𐑨𐑓𐑕,ˈperəɡræfs,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=NN2,VVZ; rl_shaw=𐑐𐑨𐑮𐑩𐑜𐑮𐑨𐑓𐑕; SHIFTED via wiktionary"
paragraphs,VVI,GenAm,𐑐𐑨𐑮𐑩𐑜𐑮𐑨𐑓𐑕,ˈpærəɡræfs,,,,,,pos-gap,pos-gap,15,"rl_pos=NN2,VVZ; rl_shaw=𐑐𐑨𐑮𐑩𐑜𐑮𐑨𐑓𐑕; agreed via wiktionary"
paragraphs,VVI,RSSB,𐑐𐑨𐑮𐑩𐑜𐑮𐑭𐑓𐑕,pærəɡrɑːfs,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=NN2,VVZ; rl_shaw=𐑐𐑨𐑮𐑩𐑜𐑮𐑨𐑓𐑕; SHIFTED via wiktionary"
Paralympian,AJ0,GenAm,𐑐𐑨𐑮𐑩𐑤𐑦𐑥𐑐𐑾𐑯,ˌpærəˈlɪmpiən,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑐𐑨𐑮𐑩𐑤𐑦𐑥𐑐𐑾𐑯; agreed via wiktionary
paramount,NN1,GenAm,𐑐𐑨𐑮𐑩𐑥𐑬𐑯𐑑,ˈpærəˌmaʊnt,,,,,,pos-gap,pos-gap,50,rl_pos=AJ0; rl_shaw=𐑐𐑨𐑮𐑩𐑥𐑬𐑯𐑑; agreed via wiktionary
paramour,AV0,GenAm,𐑐𐑧𐑮𐑩𐑥𐑫𐑼,ˈperəˌmʊər,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑐𐑨𐑮𐑩𐑥𐑫𐑼; SHIFTED via wiktionary
paramour,AV0,RSSB,𐑐𐑨𐑮𐑩𐑥𐑫𐑼,pærəmʊəR,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑐𐑨𐑮𐑩𐑥𐑫𐑼; agreed via wiktionary
paramour,VVI,GenAm,𐑐𐑧𐑮𐑩𐑥𐑫𐑼,ˈperəˌmʊər,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑐𐑨𐑮𐑩𐑥𐑫𐑼; SHIFTED via wiktionary
paramour,VVI,RSSB,𐑐𐑨𐑮𐑩𐑥𐑫𐑼,pærəmʊəR,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑐𐑨𐑮𐑩𐑥𐑫𐑼; agreed via wiktionary
parasite,VVI,GenAm,𐑐𐑧𐑮𐑩𐑕𐑲𐑑,ˈperəˌsaɪt,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑐𐑨𐑮𐑩𐑕𐑲𐑑; SHIFTED via wiktionary
parasite,VVI,GenAm,𐑐𐑨𐑮𐑩𐑕𐑲𐑑,ˈpærəˌsaɪt,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑐𐑨𐑮𐑩𐑕𐑲𐑑; agreed via wiktionary
parasitic,NN1,GenAm,𐑐𐑧𐑮𐑩𐑕𐑦𐑑𐑦𐑒,ˌperəˈsɪtɪk,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=AJ0; rl_shaw=𐑐𐑨𐑮𐑩𐑕𐑦𐑑𐑦𐑒; SHIFTED via wiktionary
parasitic,NN1,RSSB,𐑐𐑨𐑮𐑩𐑕𐑦𐑑𐑦𐑒,pærəsɪtɪk,,,,,,pos-gap,pos-gap,50,rl_pos=AJ0; rl_shaw=𐑐𐑨𐑮𐑩𐑕𐑦𐑑𐑦𐑒; agreed via wiktionary
parasol,VVI,GenAm,𐑐𐑧𐑮𐑩𐑕𐑪𐑤,ˈperəˌsɒl,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑐𐑨𐑮𐑩𐑕𐑪𐑤; SHIFTED via wiktionary
parasol,VVI,RSSB,𐑐𐑨𐑮𐑩𐑕𐑪𐑤,pærəsɒl,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑐𐑨𐑮𐑩𐑕𐑪𐑤; agreed via wiktionary
parcel,AV0,GenAm,𐑐𐑸𐑕𐑩𐑤,ˈpɑːRsəl,,,,,,pos-gap,pos-gap,50,"rl_pos=NN1,VVB,VVI; rl_shaw=𐑐𐑸𐑕𐑩𐑤; agreed via wiktionary"
parch,NN1,RSSB,𐑐𐑸𐑗,pɑːRtʃ,,,,,,pos-gap,pos-gap,35,"rl_pos=VVB,VVI; rl_shaw=𐑐𐑸𐑗; agreed via wiktionary"
parched,VVI,RSSB,𐑐𐑸𐑗𐑑,pɑːRtʃt,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑐𐑸𐑗𐑑; agreed via wiktionary"
pardon,ITJ,GenAm,𐑐𐑪𐑛𐑩𐑯,ˈpɒdən,,,,,,pos-gap,pos-gap-shifted,20,"rl_pos=NN1,VVB,VVI; rl_shaw=𐑐𐑸𐑛𐑩𐑯; SHIFTED via wiktionary"
pardon,ITJ,GenAm,𐑐𐑸𐑛𐑩𐑯,ˈpɑːRdən,,,,,,pos-gap,pos-gap,35,"rl_pos=NN1,VVB,VVI; rl_shaw=𐑐𐑸𐑛𐑩𐑯; agreed via wiktionary"
pardons,NN1,GenAm,𐑐𐑸𐑛𐑩𐑯𐑟,ˈpɑːRdənz,,,,,,pos-gap,pos-gap,35,"rl_pos=NN2,VVZ; rl_shaw=𐑐𐑸𐑛𐑩𐑯𐑟; agreed via wiktionary"
pardons,VVI,GenAm,𐑐𐑸𐑛𐑩𐑯𐑟,ˈpɑːRdənz,,,,,,pos-gap,pos-gap,15,"rl_pos=NN2,VVZ; rl_shaw=𐑐𐑸𐑛𐑩𐑯𐑟; agreed via wiktionary"
pared,VVI,GenAm,𐑐𐑧𐑮𐑛,perd,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑐𐑺𐑛; SHIFTED via wiktionary"
pared,VVI,RSSB,𐑐𐑺𐑛,peəRd,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑐𐑺𐑛; agreed via wiktionary"
parent,VVI,GenAm,𐑐𐑨𐑮𐑩𐑯𐑑,ˈpærənt,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑐𐑺𐑩𐑯𐑑; SHIFTED via wiktionary
parent,VVI,GenAm,𐑐𐑺𐑩𐑯𐑑,ˈpeərənt,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑐𐑺𐑩𐑯𐑑; agreed via wiktionary+wordnet
parenthetical,NN1,RSSB,𐑐𐑨𐑮𐑩𐑯𐑔𐑧𐑑𐑦𐑒𐑩𐑤,pærənθetɪkəl,,,,,,pos-gap,pos-gap,70,rl_pos=AJ0; rl_shaw=𐑐𐑨𐑮𐑩𐑯𐑔𐑧𐑑𐑦𐑒𐑩𐑤; agreed via wiktionary+wordnet
parents,NN1,GenAm,𐑐𐑧𐑮𐑩𐑯𐑑𐑕,ˈperənts,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=NN2; rl_shaw=𐑐𐑺𐑩𐑯𐑑𐑕; SHIFTED via wiktionary
parents,NN1,GenAm,𐑐𐑨𐑮𐑩𐑯𐑑𐑕,ˈpærənts,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=NN2; rl_shaw=𐑐𐑺𐑩𐑯𐑑𐑕; SHIFTED via wiktionary
parents,NN1,RSSB,𐑐𐑺𐑩𐑯𐑑𐑕,peərənts,,,,,,pos-gap,pos-gap,35,rl_pos=NN2; rl_shaw=𐑐𐑺𐑩𐑯𐑑𐑕; agreed via wiktionary
parents,VVI,GenAm,𐑐𐑧𐑮𐑩𐑯𐑑𐑕,ˈperənts,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=NN2; rl_shaw=𐑐𐑺𐑩𐑯𐑑𐑕; SHIFTED via wiktionary
parents,VVI,GenAm,𐑐𐑨𐑮𐑩𐑯𐑑𐑕,ˈpærənts,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=NN2; rl_shaw=𐑐𐑺𐑩𐑯𐑑𐑕; SHIFTED via wiktionary
parents,VVI,RSSB,𐑐𐑺𐑩𐑯𐑑𐑕,peərənts,,,,,,pos-gap,pos-gap,35,rl_pos=NN2; rl_shaw=𐑐𐑺𐑩𐑯𐑑𐑕; agreed via wiktionary
parish,VVI,GenAm,𐑐𐑨𐑮𐑦𐑖,ˈpærɪʃ,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑐𐑨𐑮𐑦𐑖; agreed via wiktionary
Park,NP0,GenAm,𐑐𐑸𐑒,pɑːRk,,,,,,pos-gap,pos-gap,35,"rl_pos=NN1,VVB,VVI; rl_shaw=𐑐𐑸𐑒; agreed via wiktionary"
parker,NN1,GenAm,𐑐𐑸𐑒𐑼,pɑːRkəR,keep,,,,,pos-gap,pos-gap,95,rl_pos=NP0; agreed via wiktionary+wordnet
parking,VVI,GenAm,𐑐𐑸𐑒𐑦𐑙,ˈpɑːRkɪŋ,,,,,,pos-gap,pos-gap,15,"rl_pos=NN1,VVG; rl_shaw=𐑐𐑸𐑒𐑦𐑙; agreed via wiktionary"
parky,NN1,RSSB,𐑐𐑸𐑒𐑦,pɑːRki,,,,,,pos-gap,pos-gap,50,rl_pos=AJ0; rl_shaw=𐑐𐑸𐑒𐑦; agreed via wiktionary
parliamentarian,AJ0,GenAm,𐑐𐑸𐑤𐑩𐑥𐑩𐑯𐑑𐑧𐑮𐑾𐑯,ˌpɑːRləmənˈteriən,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑐𐑸𐑤𐑩𐑥𐑩𐑯𐑑𐑺𐑾𐑯; SHIFTED via wiktionary
parliamentarian,AJ0,RSSB,𐑐𐑸𐑤𐑩𐑥𐑩𐑯𐑑𐑺𐑾𐑯,pɑːRləmənteəriən,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑐𐑸𐑤𐑩𐑥𐑩𐑯𐑑𐑺𐑾𐑯; agreed via wiktionary
parliamentarian,AJ0,RSSB,𐑐𐑸𐑤𐑩𐑥𐑩𐑯𐑑𐑻𐑾𐑯,pɑːRləməntɜːriən,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑐𐑸𐑤𐑩𐑥𐑩𐑯𐑑𐑺𐑾𐑯; SHIFTED via wiktionary
